SN	DISTRICT	DIVISION	WARD	VILLAGE	MITAA	Fname	FTYPE	OWNER	PLACE	OWNER2
10509	Geita DC	Butundwe	Bukondo	Bukondo		Bukondo	Dis	LGA	Rural	Public
10513	Geita DC	Butundwe	Nyachiluluma	Chikobe		Chikobe	HC	LGA	Rural	Public
10517	Geita DC	Butundwe	Nyachiluluma	Kasangwa		Kasangwa	Dis	LGA	Rural	Public
10519	Geita DC	Busanda	Nyakamwaga	Kashishi		Kashishi	HC	LGA	Rural	Public
10522	Geita DC	Busanda	Nyakamwaga	Buyagu		Buyagu	Dis	LGA	Rural	Public
10523	Geita DC	Busanda	Busanda	Busanda		Busanda	Dis		Rural	TBD
10524	Geita DC	Busanda	Busanda	Msasa		Msasa	Dis	LGA	Rural	Public
10528	Geita DC	Busanda	Nyarugusu	Nyarugusu		Nyarugusu	Dis	LGA	Rural	Public
10532	Geita DC	Busanda	Nyarugusu	Busolwa B		Iamgold	Dis	Religious	Rural	Fbo
10534	Geita DC	Busanda	Bukoli	Bugogo		Bukoli	HC	LGA	Rural	Public
10537	Geita DC	Busanda	Bukoli	Ihega		Ihega	Dis	Assemblies of God	Rural	Fbo
10541	Geita DC	Busanda	Nyamalimbe	Nyamalimbe		Nyamalimbe	Dis	LGA	Rural	Public
10548	Geita DC	Busanda	Kamena	Nyalwanzaja		Nyalwanzaja	Dis	LGA	Rural	Public
10551	Geita DC	Busanda	Kamena	Ndelema		Ndelema	Dis	LGA	Rural	Public
10554	Geita DC	Busanda	Lwamgasa	Lwamgasa		Lwamgasa	Dis	LGA	Rural	Public
10558	Geita DC	Kasamwa	Kasamwa	Kasamwa		Kasamwa	HC	LGA	Rural	Public
10559	Geita DC	Kasamwa	Kasamwa	Kasamwa		Kasamwa	Dis	Seventh Day Adventists	Rural	Fbo
10560	Geita DC	Kasamwa	Kasamwa	Kasamwa		Kasamwa TCMC		Assemblies of God	Rural	Fbo
10561	Geita DC	Kasamwa	Kasamwa	Kasamwa		Tasinga	Dis		Rural	TBD
10564	Geita DC	Kasamwa	Kasamwa	Bungw Angoko		Bungwangoko	Dis	LGA	Rural	Public
10568	Geita DC	Kasamwa	Kamhanga	Kishinda		Kishinda	Dis	LGA	Rural	Public
10573	Geita DC	Kasamwa	Kamhanga	Kifufu		Kifufu	Dis	LGA	Rural	Public
10576	Geita DC	Kasamwa	Lubanga	Lubanga		Lubanga	Dis	LGA	Rural	Public
10579	Geita DC	Kasamwa	Lubanga	Nyakaduha		Nyakaduha	Dis	LGA	Rural	Public
10582	Geita DC	Kasamwa	Bulela	Bulela		Bulela	Dis	LGA	Rural	Public
10590	Geita DC	Nyanghwale	Nyanghwale	Ibambila		Nyanghwale	HC	LGA	Rural	Public
10592	Geita DC	Nyanghwale	Nyanghwale	Nyijundu		Nyijundu	Dis	LGA	Rural	Public
10595	Geita DC	Nyanghwale	Busolwa	Busolwa		Busolwa	Dis	LGA	Rural	Public
10600	Geita DC	Nyanghwale	Shabaka	Shabaka		Shabaka	Dis	LGA	Rural	Public
10606	Geita DC	Nyanghwale	Mwingiro	Idetemia		Mwingiro	Dis	LGA	Rural	Public
10612	Geita DC	Msalala	Kharumwa	Kharumwa		Kharumwa	HC	LGA	Rural	Public
10618	Geita DC	Msalala	Nyugwa	Nyugwa		Nyugwa	Dis	LGA	Rural	Public
10622	Geita DC	Msalala	Kafita	Kafita		Kafita	Dis	LGA	Rural	Public
10624	Geita DC	Msalala	Kafita	Kayenze		Kayenze	Dis	LGA	Rural	Public
10625	Geita DC	Msalala	Kakola	Kakola		Kakola	Dis	LGA	Rural	Public
10628	Geita DC	Msalala	Kakola	Kitongo		Kitongo	Dis	LGA	Rural	Public
10629	Geita DC	Msalala	Kakola	Nyangalamila		Nyangalamila	Dis	LGA	Rural	Public
10630	Geita DC	Msalala	Kakola	Kabiga		Kabiga	Dis		Rural	TBD
10631	Geita DC	Msalala	Bukwimba	Bukwimba		Bukwimba	Dis		Rural	TBD
10632	Geita DC	Msalala	Bukwimba	Lyulu		Lyulu	Dis	Assemblies of God	Rural	Fbo
10637	Magu DC	Sanjo	Kisesa	Kisesa		Kisesa A	HC	LGA	Rural	Public
10638	Magu DC	Sanjo	Kisesa	Kisesa		Kisesa	Dis	Private	Rural	Private
10639	Magu DC	Sanjo	Kisesa	Kisesa		Neema	Dis	LGA	Rural	Public
10641	Magu DC	Sanjo	Kisesa	Igekemaja		Igekemaja	Dis	LGA	Rural	Public
10643	Magu DC	Sanjo	Kisesa	Welamasonga		Welamasonga	Dis	LGA	Rural	Public
10644	Magu DC	Sanjo	Kisesa	Ihayabuyaga		Ihayabuyaga	Dis	LGA	Rural	Public
10645	Magu DC	Sanjo	Bujashi	Matale		Matale	Dis	TASAF	Rural	Public
10647	Magu DC	Sanjo	Bujashi	Ihushi		Bujashi	Dis	LGA	Rural	Public
10649	Magu DC	Sanjo	Lutale	Lutale		Lutale	Dis	LGA	Rural	Public
10652	Magu DC	Sanjo	Kongolo	Kongolo		Kongolo	Dis	LGA	Rural	Public
10656	Magu DC	Kahangara	Nyanguge	Nyanguge		Nyanguge	HC	LGA	Rural	Public
10657	Magu DC	Kahangara	Nyanguge	Nyanguge		Buruma	Dis		Rural	TBD
10659	Magu DC	Kahangara	Mwamanga	Kisesa B		Kisesa B	Dis	LGA	Rural	Public
10662	Magu DC	Kahangara	Mwamanga	Mwamanga		Mwamanga	Dis	LGA	Rural	Public
10664	Magu DC	Kahangara	Kitongosima	Kigangama		Kigangama	Dis		Rural	TBD
10665	Magu DC	Kahangara	Kitongosima	Kitongo Sima		Kitongo Sima	Dis	TASAF	Rural	Public
10666	Magu DC	Kahangara	Kitongosima	Lugeye		Lugeye	Dis	LGA	Rural	Public
10668	Magu DC	Kahangara	Kahangara	Ijinga		Ijinga	Dis	LGA	Rural	Public
10671	Magu DC	Kahangara	Kahangara	Kahangara		Kahangara	HC	LGA	Rural	Public
10673	Magu DC	Itumbili	Nyigogo	Kinango		Kinango	Dis	LGA	Rural	Public
10680	Magu DC	Itumbili	Mwamabanza	Mwamabanza		Mwamabanza	Dis	LGA	Rural	Public
10683	Magu DC	Itumbili	Sukuma	Lumeji		Lumeji	Dis	LGA	Rural	Public
10685	Magu DC	Itumbili	Sukuma	Buhumbi		Buhumbi	Dis	LGA	Rural	Public
10686	Magu DC	Itumbili	Lubugu	Bubinza		Bubinza	Dis	LGA	Rural	Public
10689	Magu DC	Itumbili	Lubugu	Sayaka		Sayaka	Dis	TASAF	Rural	Public
10690	Magu DC	Itumbili	Magu Mjini	Itumbili		Joseph Medical Care	Dis	Private	Rural	Private
10691	Magu DC	Itumbili	Magu Mjini	Itumbili		Magu Mennonitte	Dis	Private	Rural	Private
10692	Magu DC	Itumbili	Magu Mjini	Nyalikungu		Nyalikungu	Dis	BAKWATA	Rural	Private
10693	Magu DC	Itumbili	Magu Mjini	Nyalikungu		Magu	Hos	LGA	Rural	Public
10694	Magu DC	Busega	Kiloleli	Ijitu		Ijitu	Dis	LGA	Rural	Public
10696	Magu DC	Busega	Kiloleli	Kiloleli (Yitwimila A)		Kiloleli	Dis	LGA	Rural	Public
10701	Magu DC	Busega	Mwamanyili	Bulima		Bulima	Dis	Assemblies of God	Rural	Fbo
10702	Magu DC	Busega	Mwamanyili	Mwanangi		Mwanangi	Dis	Parastatal	Rural	Public
10705	Magu DC	Busega	Kabita	Nyamikoma		Nyamikoma	Dis	LGA	Rural	Public
10706	Magu DC	Busega	Kabita	Bukabile		Nassa	HC	LGA	Rural	Public
10709	Magu DC	Busega	Shigala	Shigala		Shigala	Dis	LGA	Rural	Public
10713	Magu DC	Busega	Badugu	Busami		Busami	Dis	LGA	Rural	Public
10715	Magu DC	Busega	Badugu	Badugu		Badugu	Dis	LGA	Rural	Public
10719	Magu DC	Busega	Nyaluhande	Nyaluhande		Nyaluhande	Dis	LGA	Rural	Public
10720	Magu DC	Kivukoni	Mkula	Mkula		Mkula	Hos	Assemblies of God	Rural	Fbo
10721	Magu DC	Kivukoni	Mkula	Mwasamba		Mwasamba	Dis	LGA	Rural	Public
10722	Magu DC	Kivukoni	Mkula	Kijilishi		Kijilishi	Dis	LGA	Rural	Public
10723	Magu DC	Kivukoni	Mkula	Lutubiga		Lutubiga	Dis	LGA	Rural	Public
10727	Magu DC	Kivukoni	Mkula	Mwanhale		Mwanhale	Dis	LGA	Rural	Public
10729	Magu DC	Kivukoni	Igalukilo	Mwamjulila		Mwamjulila	Dis	LGA	Rural	Public
10730	Magu DC	Kivukoni	Igalukilo	Nyangili		Igalukilo	HC	LGA	Rural	Public
10732	Magu DC	Kivukoni	Igalukilo	Mwamagigisi		Mwamagigisi	Dis	LGA	Rural	Public
10734	Magu DC	Kivukoni	Kalemela	Lamadi		Mennonite Lamadi	Dis	Menonite	Rural	Fbo
10735	Magu DC	Kivukoni	Kalemela	Bushigwamhala		Bushigwamhala	Dis	LGA	Rural	Public
10736	Magu DC	Kivukoni	Kalemela	Lukungu		Lukungu	Dis	LGA	Rural	Public
10737	Magu DC	Kivukoni	Kalemela	Mayega		Kalemela	Dis	LGA	Rural	Public
10738	Magu DC	Kivukoni	Malili	Mwamigongwa		Mwamigongwa	Dis	LGA	Rural	Public
10739	Magu DC	Kivukoni	Malili	Gininiga		Gininiga	Dis	LGA	Rural	Public
10740	Magu DC	Kivukoni	Malili	Malili		Malili	Dis	LGA	Rural	Public
10745	Magu DC	Kivukoni	Ngasamo	Ngasamo		Ngasamo	Dis	LGA	Rural	Public
10749	Magu DC	Ndagalu	Shishani	Isolo		Isolo	Dis	LGA	Rural	Public
10750	Magu DC	Ndagalu	Shishani	Jinjimili		Jinjimili	Dis	LGA	Rural	Public
10751	Magu DC	Ndagalu	Shishani	Shishani		Shishani	Dis	LGA	Rural	Public
10753	Magu DC	Ndagalu	Shishani	Nyasato		Nyasato	Dis	LGA	Rural	Public
10754	Magu DC	Ndagalu	Shishani	Mahaha		Mahaha	Dis	LGA	Rural	Public
10755	Magu DC	Ndagalu	Nkungulu	Igombe		Igombe	Dis	LGA	Rural	Public
10757	Magu DC	Ndagalu	Nkungulu	Nhobola		Nhobola	Dis	LGA	Rural	Public
10758	Magu DC	Ndagalu	Nkungulu	Ng'washepi		Ng'Washepi	Dis	LGA	Rural	Public
10760	Magu DC	Ndagalu	Nkungulu	Kabila		Kabila	HC	LGA	Rural	Public
10761	Magu DC	Ndagalu	Nkungulu	Kabila		Huruma	Dis	Private	Rural	Private
10763	Magu DC	Ndagalu	Nghaya	Salama		Salama/Bugatu	Dis	LGA	Rural	Public
10764	Magu DC	Ndagalu	Nghaya	Chandulu		Chandulu	Dis	LGA	Rural	Public
10765	Magu DC	Ndagalu	Nghaya	Mwabulenga		Mwabulenga	Dis	LGA	Rural	Public
10766	Magu DC	Ndagalu	Nghaya	Ng'haya		Busalanga	Dis	LGA	Rural	Public
10767	Sengerema DC	Kahunda	Bupandwamhela	Buhindi		Buhindi	Dis	MDA	Rural	Public
10769	Sengerema DC	Kahunda	Bupandwamhela	Bupandwa		Bupandwa	Dis	LGA	Rural	Public
10770	Sengerema DC	Kahunda	Bupandwamhela	Iligamba		Iligamba	Dis	LGA	Rural	Public
10772	Sengerema DC	Kahunda	Bupandwamhela	Itulabusiga		Itulabusiga	Dis		Rural	TBD
10773	Sengerema DC	Kahunda	Kafunzo	Bilulumo		Bilulumo	Dis	LGA	Rural	Public
10774	Sengerema DC	Kahunda	Kafunzo	Kafunzo		Kafunzo	Dis	LGA	Rural	Public
10776	Sengerema DC	Kahunda	Kalebezo	Busekeseke		Busekeseke	Dis	LGA	Rural	Public
10777	Sengerema DC	Kahunda	Kalebezo	Kalebezo		Kalebezo	Dis	LGA	Rural	Public
10778	Sengerema DC	Kahunda	Kalebezo	Katoma		Katoma	Dis	LGA	Rural	Public
10784	Sengerema DC	Kahunda	Katwe	Mwangika		Mwangika	HC	LGA	Rural	Public
10785	Sengerema DC	Kahunda	Katwe	Kahunda		Kahunda	Dis	Religious	Rural	Fbo
10786	Sengerema DC	Kahunda	Maisome	Kanoni		Maisome	Dis	LGA	Rural	Public
10787	Sengerema DC	Kahunda	Maisome	Kisaba		Kisaba	Dis	Religious	Rural	Fbo
10789	Sengerema DC	Kahunda	Nyehunge	Kayenze		Kayenze	Dis	LGA	Rural	Public
10790	Sengerema DC	Kahunda	Nyehunge	Nyamadoke		Nyamadoke	Dis	LGA	Rural	Public
10791	Sengerema DC	Kahunda	Nyehunge	Nyehunge		Nyehunge	HC	LGA	Rural	Public
10792	Sengerema DC	Sengerema	Busisi	Busisi		Busisi	Dis	LGA	Rural	Public
10793	Sengerema DC	Sengerema	Busisi	Kahumulo		Kahumulo	Dis	LGA	Rural	Public
10796	Sengerema DC	Sengerema	Busisi	Sengerema		Sengerema	Hos		Rural	TBD
10798	Sengerema DC	Sengerema	Buzilasoga	Igaka		Igaka	Dis	LGA	Rural	Public
10801	Sengerema DC	Sengerema	Buzilasoga	Buzilasoga		Buzilasoga	Dis	LGA	Rural	Public
10802	Sengerema DC	Sengerema	Sengerema	Balatogwa		Balatogwa	Dis	LGA	Rural	Public
10803	Sengerema DC	Sengerema	Sengerema	Ibisabegeni		Ibisabegeni	Dis	Menonite	Rural	Fbo
10806	Sengerema DC	Sengerema	Sengerema	Mwabaluhi		Mwabaluhi	Dis	LGA	Rural	Public
10807	Sengerema DC	Sengerema	Sengerema	Mwabaluhi		Sengerema Secondary School	Dis	MDA	Rural	Public
10809	Sengerema DC	Sengerema	Sengerema	Nyatukala		Nyatukala	HC	LGA	Rural	Public
10811	Sengerema DC	Sengerema	Sima	Igulumuki		Igulumuki	Dis	LGA	Rural	Public
10814	Sengerema DC	Sengerema	Sima	Sima		Sima	Dis	LGA	Rural	Public
10815	Sengerema DC	Sengerema	Sima	Sogoso		Sogoso	Dis	LGA	Rural	Public
10816	Sengerema DC	Sengerema	Tabaruka	Busulwangili		Busulwangili	Dis	LGA	Rural	Public
10817	Sengerema DC	Sengerema	Tabaruka	Kishinda		Kishinda	Dis	LGA	Rural	Public
10819	Sengerema DC	Sengerema	Tabaruka	Mayuya		Mayuya	Dis	LGA	Rural	Public
10820	Sengerema DC	Sengerema	Tabaruka	Nyampande		Nyampande	Dis	LGA	Rural	Public
10822	Sengerema DC	Sengerema	Tabaruka	Tabaruka		Tabaruka	Dis	LGA	Rural	Public
10823	Sengerema DC	Sengerema	Tabaruka	Tunyenye		Tunyenye	Dis	LGA	Rural	Public
10824	Sengerema DC	Nyanchenche	Buyagu	Bitoto		Bitoto	Dis	LGA	Rural	Public
10825	Sengerema DC	Nyanchenche	Buyagu	Buyagu		Buyagu	Dis	LGA	Rural	Public
10827	Sengerema DC	Nyanchenche	Buyagu	Kalangala		Kalangala	Dis	LGA	Rural	Public
10829	Sengerema DC	Nyanchenche	Igalula	Lubungo		Igalula	Dis	LGA	Rural	Public
10830	Sengerema DC	Nyanchenche	Igalula	Ngoma A		Ngoma A	Dis	LGA	Rural	Public
10832	Sengerema DC	Nyanchenche	Kagunga	Kagunga		Kagunga	HC	LGA	Rural	Public
10834	Sengerema DC	Nyanchenche	Kagunga	Nyanchenche		Nyanchenche	Dis	LGA	Rural	Public
10836	Sengerema DC	Katunguru	Chifunfu	Chifunfu		Ngoma Mtimba	Dis	LGA	Rural	Public
10837	Sengerema DC	Katunguru	Chifunfu	Kasenyi		Kasenyi	Dis	LGA	Rural	Public
10842	Sengerema DC	Katunguru	Kasungamile	Ilekanilo		Ilekanilo	Dis	LGA	Rural	Public
10843	Sengerema DC	Katunguru	Kasungamile	Kasungamile		Kasungamile	Dis	LGA	Rural	Public
10847	Sengerema DC	Katunguru	Katunguru	Chamabanda		Chamabanda	Dis	LGA	Rural	Public
10848	Sengerema DC	Katunguru	Katunguru	Jumakisiwani		Jumakisiwani	Dis	LGA	Rural	Public
10850	Sengerema DC	Katunguru	Katunguru	Katunguru		Katunguru	HC	LGA	Rural	Public
10851	Sengerema DC	Katunguru	Katunguru	Katunguru		Katunguru	Dis	Assemblies of God	Rural	Fbo
10852	Sengerema DC	Katunguru	Katunguru	Nyamtelela		Nyamtelela	Dis	LGA	Rural	Public
10854	Sengerema DC	Katunguru	Nyamatongo	Nyamatongo		Nyamatongo	Dis	LGA	Rural	Public
10856	Sengerema DC	Katunguru	Nyamatongo	Kamanga		Kamanga	Dis	LGA	Rural	Public
10857	Sengerema DC	Katunguru	Nyamatongo	Karumo		Karumo	Dis	LGA	Rural	Public
10858	Sengerema DC	Katunguru	Nyamatongo	Ngoma B		Ngoma B	Dis	LGA	Rural	Public
10861	Sengerema DC	Katunguru	Nyamazugo	Nyamazugo		Nyamazugo	Dis	LGA	Rural	Public
10862	Sengerema DC	Katunguru	Nyamazugo	Nyamizeze		Nyamizeze	Dis	LGA	Rural	Public
10866	Sengerema DC	Buchosa	Kazunzu	Isegenghe		Isegenghe	Dis		Rural	TBD
10867	Sengerema DC	Buchosa	Kazunzu	Itabagumba		Itabagumba	Dis	Religious	Rural	Fbo
10868	Sengerema DC	Buchosa	Kazunzu	Kakobe		Kakobe	HC	Religious	Rural	Fbo
10870	Sengerema DC	Buchosa	Kazunzu	Luharanyonga		Luharanyonga	Dis	LGA	Rural	Public
10871	Sengerema DC	Buchosa	Kazunzu	Lushamba		Lushamba	Dis	LGA	Rural	Public
10873	Sengerema DC	Buchosa	Kazunzu	Nyangalamila		Nyangalamila	Dis	LGA	Rural	Public
10875	Sengerema DC	Buchosa	Lugata	Lugata		Lugata	Dis	LGA	Rural	Public
10878	Sengerema DC	Buchosa	Nyakarilo	Bukokwa		Bukokwa	Dis	LGA	Rural	Public
10880	Sengerema DC	Buchosa	Nyakarilo	Nyakarilo		Nyakarilo	HC	LGA	Rural	Public
10881	Sengerema DC	Buchosa	Nyakarilo	Sukuma		Sukuma	Dis	LGA	Rural	Public
10884	Sengerema DC	Buchosa	Nyakasasa	Nyamiswi		Kome	HC	LGA	Rural	Public
10885	Sengerema DC	Buchosa	Nyakasasa	Buhama		Buhama	Dis		Rural	TBD
10888	Sengerema DC	Buchosa	Nyakasungwa	Kasisa		Kasisa	Dis	LGA	Rural	Public
10889	Sengerema DC	Buchosa	Nyakasungwa	Nyakasungwa		Nyakasungwa	Dis	LGA	Rural	Public
10891	Sengerema DC	Buchosa	Nyanzenda	Luchili		Luchili	Dis	LGA	Rural	Public
10893	Sengerema DC	Buchosa	Nyanzenda	Nyanzenda		Nyanzenda	Dis	LGA	Rural	Public
10894	Ukerewe DC	Ilangalla	Namilembe	Bukonyo		Bukonyo	Dis	LGA	Rural	Public
10898	Ukerewe DC	Ilangalla	Namilembe	Busangu/mugu		Busangu/Mugu	Dis	LGA	Rural	Public
10899	Ukerewe DC	Ilangalla	Ilangala	Gallu		Gallu	Dis	LGA	Rural	Public
10900	Ukerewe DC	Ilangalla	Ilangala	Kaseni		Kaseni	Dis	LGA	Rural	Public
10903	Ukerewe DC	Ilangalla	Ilangala	Murutilima		Murutilima	Dis	LGA	Rural	Public
10904	Ukerewe DC	Ilangalla	Ilangala	Kamasi		Kamasi	Dis	LGA	Rural	Public
10905	Ukerewe DC	Ilangalla	Muriti	Muriti		Muriti	HC	LGA	Rural	Public
10908	Ukerewe DC	Ilangalla	Muriti	Ihebo		Ihebo	Dis	Seventh Day Adventists	Rural	Fbo
10909	Ukerewe DC	Ilangalla	Muriti	Bugula		Bugula	Dis	LGA	Rural	Public
10910	Ukerewe DC	Ilangalla	Igala	Igala		Igala	Dis	LGA	Rural	Public
10914	Ukerewe DC	Ilangalla	Bwiro	Bukondo		Bukondo	Dis	LGA	Rural	Public
10915	Ukerewe DC	Ilangalla	Bwiro	Serema		Rubya	Dis	LGA	Rural	Public
10917	Ukerewe DC	Ilangalla	Bwiro	Busumba		Busumba	Dis	LGA	Rural	Public
10918	Ukerewe DC	Ilangalla	Nduruma	Mukunu		Mukunu	Dis	LGA	Rural	Public
10922	Ukerewe DC	Mumulambo	Kagunguli	Kagunguli		Kagunguli	HC	LGA	Rural	Public
10923	Ukerewe DC	Mumulambo	Kagunguli	Buzegwe		Buzegwe	Dis	LGA	Rural	Public
10924	Ukerewe DC	Mumulambo	Kagunguli	Kweru		Kweru	Dis	LGA	Rural	Public
10925	Ukerewe DC	Mumulambo	Kagunguli	Sizu		Sizu	Dis	LGA	Rural	Public
10927	Ukerewe DC	Mumulambo	Murutunguru	Murutunguru		Murutunguru	Dis	LGA	Rural	Public
10930	Ukerewe DC	Mumulambo	Murutunguru	Bugorora		Bugorora	Dis	LGA	Rural	Public
10931	Ukerewe DC	Mumulambo	Mukituntu	Kigara		Kigara	Dis	LGA	Rural	Public
10932	Ukerewe DC	Mumulambo	Mukituntu	Kazilankanda		Kazilankanda	Dis	Religious	Rural	Fbo
10936	Ukerewe DC	Mumulambo	Bukindo	Bulamba		Bulamba	Dis	LGA	Rural	Public
10941	Ukerewe DC	Mumulambo	Irugwa	Sambi		Irugwa	Dis	LGA	Rural	Public
10943	Ukerewe DC	Mumbuga	Nkilizya	Nkilizya		Nansio	Hos	LGA	Rural	Public
10944	Ukerewe DC	Mumbuga	Nansio	Nansio		Huduma	Dis	Private	Rural	Private
10945	Ukerewe DC	Mumbuga	Kagera	Kagera		Kagera	Dis	Private	Rural	Private
10949	Ukerewe DC	Mumbuga	Ngoma	Hamkoko		Hamkoko	Dis	LGA	Rural	Public
10950	Ukerewe DC	Mumbuga	Ngoma	Muruseni		Muruseni	Dis	LGA	Rural	Public
10953	Ukerewe DC	Mumbuga	Bukanda	Muhula		Muhula	Dis	LGA	Rural	Public
10957	Ukerewe DC	Mumbuga	Namagondo	Namagondo		Namagondo	Dis	LGA	Rural	Public
10960	Ukerewe DC	Ukara	Bwisya	Bwisya		Bwisya	HC	LGA	Rural	Public
10961	Ukerewe DC	Ukara	Bwisya	Nyangombe				LGA	Rural	Public
10962	Ukerewe DC	Ukara	Nyamanga	Nyamanga		Nyamanga	Dis	LGA	Rural	Public
10964	Ukerewe DC	Ukara	Bukiko	Bukiko		Bukiko	Dis	LGA	Rural	Public
10967	Ukerewe DC	Ukara	Bukungu	Chifule		Chifule	Dis	LGA	Rural	Public
10968	Misungwi DC	Inonelwa	Buhingo	Buhingo		Buhingo	Dis	Roman Catholic	Rural	Fbo
10972	Misungwi DC	Inonelwa	Busongo	Busongo		Busongo	HC	LGA	Rural	Public
10974	Misungwi DC	Inonelwa	Busongo	Nyamainza		Nyamainza	Dis	LGA	Rural	Public
10975	Misungwi DC	Inonelwa	Kasololo	Igumo		Nyamijundu	Dis	LGA	Rural	Public
10979	Misungwi DC	Inonelwa	Kijima	Kijima		Kijima	Dis	Assemblies of God	Rural	Fbo
10981	Misungwi DC	Inonelwa	Misasi	Misasi		Misasi	HC	LGA	Rural	Public
10984	Misungwi DC	Inonelwa	Nhundulu	Ibinza		Nkinga	Dis	LGA	Rural	Public
10986	Misungwi DC	Inonelwa	Nhundulu	Mahando		Mahando	Dis	LGA	Rural	Public
10987	Misungwi DC	Inonelwa	Nhundulu	Mwagiligili		Mwagiligili	Dis	LGA	Rural	Public
10988	Misungwi DC	Inonelwa	Nhundulu	Mwawile		Mwawile	Dis	LGA	Rural	Public
10989	Misungwi DC	Inonelwa	Shilalo	Ikungumhulu		Ikungumhulu	Dis	TASAF	Rural	Public
10990	Misungwi DC	Inonelwa	Shilalo	Mwamboku		Mwamboku	Dis	TASAF	Rural	Public
10993	Misungwi DC	Usagara	Bulemeji	Mwalogabagole		Mwalogabagole	Dis	LGA	Rural	Public
10995	Misungwi DC	Usagara	Idetemya	Bukumbi		Bukumbi	Hos	LGA	Rural	Public
10996	Misungwi DC	Usagara	Idetemya	Bukumbi		Bukumbi Camp	Dis	LGA	Rural	Public
10997	Misungwi DC	Usagara	Idetemya	Isamilo		Isamilo	Dis	LGA	Rural	Public
10998	Misungwi DC	Usagara	Idetemya	Mwasonge		Seth-Benjamin	Dis	LGA	Rural	Public
11000	Misungwi DC	Usagara	Kanyelele	Gambajiga		Gambajiga	Dis	LGA	Rural	Public
11001	Misungwi DC	Usagara	Kanyelele	Kanyelele		Kanyelele	Dis	LGA	Rural	Public
11003	Misungwi DC	Usagara	Ukiriguru	Mwagala		Mwagala	Dis	LGA	Rural	Public
11005	Misungwi DC	Usagara	Ukiriguru	Nyangholongo		Ukiriguru	Dis	LGA	Rural	Public
11006	Misungwi DC	Usagara	Usagara	Bujingwa		Nyabumhanda	Dis	LGA	Rural	Public
11008	Misungwi DC	Usagara	Usagara	Usagara		Idetemya	Dis	LGA	Rural	Public
11009	Misungwi DC	Misungwi	Igokelo	Mwajombo		Nyahiti	Dis	LGA	Rural	Public
11010	Misungwi DC	Misungwi	Igokelo	Nange		Igokelo	Dis	LGA	Rural	Public
11011	Misungwi DC	Misungwi	Igokelo	Ngombe		Ngombe	Dis	LGA	Rural	Public
11015	Misungwi DC	Misungwi	Koromije	Ibongoya A		Ibongoya	Dis	LGA	Rural	Public
11017	Misungwi DC	Misungwi	Koromije	Koromije		Koromije	HC	LGA	Rural	Public
11022	Misungwi DC	Misungwi	Misungwi	Mabuki		Mwanangwa	Dis	LGA	Rural	Public
11023	Misungwi DC	Misungwi	Misungwi	Misungwi		Misungwi	Hos	LGA	Rural	Public
11024	Misungwi DC	Misungwi	Misungwi	Mwambola		Mwambola	Dis	LGA	Rural	Public
11027	Misungwi DC	Misungwi	Mwaniko	Mondo		Mondo	Dis	LGA	Rural	Public
11028	Misungwi DC	Misungwi	Mwaniko	Nguge		Nguge	Dis	LGA	Rural	Public
11030	Misungwi DC	Mbarika	Ilujamate	Buhunda		Buhunda	Dis	LGA	Rural	Public
11034	Misungwi DC	Mbarika	Ilujamate	Nyanhomango		Nyanghomango	Dis	LGA	Rural	Public
11036	Misungwi DC	Mbarika	Lubiri	Lubiri		Lubiri	Dis	LGA	Rural	Public
11037	Misungwi DC	Mbarika	Lubiri	Mwamazengo		Mwamazengo	Dis	TASAF	Rural	Public
11040	Misungwi DC	Mbarika	Mbarika	Mbarika		Mbarika	HC	LGA	Rural	Public
11041	Misungwi DC	Mbarika	Mbarika	Ngaya		Bugisha	Dis	LGA	Rural	Public
11042	Misungwi DC	Mbarika	Sumbugu	Igongwa		Igongwa	Dis	LGA	Rural	Public
11045	Misungwi DC	Mbarika	Sumbugu	Sumbugu		Sumbugu	Dis	LGA	Rural	Public
11048	Kwimba DC	Sumve	Walla	Sumaha		Walla	Dis	LGA	Rural	Public
11049	Kwimba DC	Sumve	Walla	Bujingwa		Bujingwa	Dis	LGA	Rural	Public
11051	Kwimba DC	Sumve	Bungulwa	Bungulwa		Bungulwa	Dis	LGA	Rural	Public
11053	Kwimba DC	Sumve	Sumve	Sumve		Sumve	Hos	Roman Catholic	Rural	Fbo
11054	Kwimba DC	Sumve	Sumve	Nyamikoma		Nyamikoma	Dis	LGA	Rural	Public
11059	Kwimba DC	Sumve	Mantare	Mwampulu		Mwampulu	Dis	LGA	Rural	Public
11061	Kwimba DC	Sumve	Ngulla	Nyambuyi		Nyabuyi	Dis	LGA	Rural	Public
11062	Kwimba DC	Sumve	Ngulla	Ngulla		Inala	Dis	LGA	Rural	Public
11065	Kwimba DC	Sumve	Mwabomba	Mwangika		Mwangika	Dis	LGA	Rural	Public
11070	Kwimba DC	Ibindo	Mwagi	Mwabilanda		Mwabilanda	Dis	LGA	Rural	Public
11073	Kwimba DC	Ibindo	Mwagi	Manawa		Manawa	Dis	LGA	Rural	Public
11077	Kwimba DC	Ibindo	Iseni	Nyamikoma		Nyamikoma	Dis	LGA	Rural	Public
11079	Kwimba DC	Ibindo	Iseni	Nyamigamba		Nyamigamba	Dis	LGA	Rural	Public
11080	Kwimba DC	Ibindo	Nyambiti	Solwe		Solwe	Dis	LGA	Rural	Public
